window_start,total_packets_sent,total_packets_received,total_packets,total_bytes_sent,total_bytes_received,total_bytes,mean_packet_size,median_packet_size,stddev_packet_size,variance_packet_size,mean_interarrival_time,median_interarrival_time,stddev_interarrival_time,variance_interarrival_time,ratio_packets_sent_received,ratio_bytes_sent_received,is_window_empty,low_packet_count,label
2025-05-05T15:59:36.040133,39,38,77,18972,22103,41075,533.4415584415584,66.0,1004.48215635159,1008984.4024287402,0.06567606486772236,0.0003885030746459961,0.5250062324502001,0.2756315441115535,1.0263157894736843,0.8583450210378681,0,0,0
2025-05-05T15:59:41.040133,216,328,544,369897,518102,887999,1632.3511029411766,66.0,3667.391993863377,13449764.036653196,0.009126907773658936,6.604194641113281e-05,0.03663794300791731,0.001342338867851397,0.6585365853658537,0.7139462885686603,0,0,0
2025-05-05T15:59:46.040133,166,254,420,75891,600796,676687,1611.1595238095238,131.0,4372.971397528204,19122878.84359977,0.011904408083895226,3.886222839355469e-05,0.07648057365720397,0.005849278146935001,0.6535433070866141,0.12631741889093803,0,0,0
2025-05-05T15:59:51.040133,33,67,100,18547,95210,113757,1137.57,503.0,1645.3989197456037,2707337.6051,0.018711665664056337,3.1948089599609375e-05,0.07506269737065904,0.005634408536559144,0.4925373134328358,0.19480096628505408,0,0,0
2025-05-05T15:59:56.040133,68,113,181,150441,63207,213648,1180.375690607735,60.0,2876.2503795039993,8272816.245596899,0.021950434313880073,7.653236389160156e-05,0.0971056980580246,0.009429516595336243,0.6017699115044248,2.380131947410888,0,0,0
2025-05-05T16:00:01.040133,45,62,107,78819,11131,89950,840.6542056074767,55.0,2574.740956402366,6629290.99257577,0.039246999992514554,0.0003885030746459961,0.09740419722838137,0.009487577637705417,0.7258064516129032,7.081034947444075,0,0,0
2025-05-05T16:00:06.040133,48,85,133,11993,139367,151360,1138.045112781955,1261.0,1216.782685292651,1480560.1032279944,0.01427691633051092,4.7087669372558594e-05,0.03961902196725184,0.0015696669016415838,0.5647058823529412,0.08605336987952672,0,0,0
2025-05-05T16:00:11.040133,282,421,703,244984,742617,987601,1404.837837837838,90.0,2872.4869829648133,8251181.467302295,0.0069478288335338275,6.592273712158203e-05,0.03191416803904906,0.0010185141216246605,0.669833729216152,0.32989279803721167,0,0,0
2025-05-05T16:00:16.040133,269,425,694,499737,717491,1217228,1753.9308357348702,85.0,5320.196320222236,28304488.885706216,0.0071081544069672735,3.695487976074219e-05,0.02022874016398483,0.000409201928622013,0.6329411764705882,0.6965062976399704,0,0,0
2025-05-05T16:00:21.040133,286,360,646,123576,330806,454382,703.3777089783282,97.0,1257.7397437103923,1581909.2629086832,0.007605737863585006,6.4849853515625e-05,0.043878827147412265,0.0019253514718324833,0.7944444444444444,0.3735603344558442,0,0,0
2025-05-05T16:00:26.040133,527,458,985,303392,677218,980610,995.5431472081218,131.0,3116.316982830601,9711431.537478419,0.005066005195059427,3.600120544433594e-05,0.018360916971897692,0.00033712327204892076,1.1506550218340612,0.44799754288870053,0,0,0
2025-05-05T16:00:31.040133,246,329,575,532174,129800,661974,1151.2591304347827,85.0,3052.952231184579,9320517.325894898,0.008393247368443718,8.90493392944336e-05,0.01832290354795572,0.0003357287944276884,0.7477203647416414,4.099953775038521,0,0,0
2025-05-05T16:00:36.040133,205,284,489,486001,107519,593520,1213.7423312883436,86.0,3083.3199392403744,9506861.847717267,0.010136264269469215,0.00019752979278564453,0.021063808842917427,0.0004436840429709663,0.721830985915493,4.520140626307908,0,0,0
2025-05-05T16:00:41.040133,334,469,803,665647,128793,794440,989.3399750933997,56.0,2730.3136532848334,7454612.645313574,0.0062124776721297955,4.1484832763671875e-05,0.017148091842528603,0.00029405705383979603,0.7121535181236673,5.168347658646044,0,0,0
2025-05-05T16:00:46.040133,182,226,408,197523,129978,327501,802.6985294117648,56.0,2435.7219074816553,5932741.210586074,0.011937621770385442,0.00012803077697753906,0.02025318564787587,0.00041019152888732523,0.8053097345132744,1.5196648663619998,0,0,0
2025-05-05T16:00:51.040133,541,537,1078,306647,305301,611948,567.669758812616,66.0,1793.1424775360426,3215359.9447440975,0.004588816048596452,6.198883056640625e-05,0.012523683642951776,0.00015684265198873787,1.0074487895716946,1.0044087638101415,0,0,0
2025-05-05T16:00:56.040133,499,579,1078,467825,853678,1321503,1225.8840445269016,85.0,4559.695952426718,20790827.17857659,0.004623772374102665,5.1975250244140625e-05,0.010744438426556898,0.00011544295710207245,0.8618307426597582,0.5480110767760209,0,0,0
2025-05-05T16:01:01.040133,173,190,363,44413,49444,93857,258.55922865013775,66.0,711.9855437690038,506923.4145360441,0.013690609958290394,0.00043451786041259766,0.022285599097543154,0.0004966479271364162,0.9105263157894737,0.8982485235822344,0,0,0
2025-05-05T16:01:06.040133,150,198,348,156075,82242,238317,684.8189655172414,85.0,1985.8703378709579,3943680.998835712,0.014261343293643479,0.0006067752838134766,0.023065588465072354,0.0005320213712400789,0.7575757575757576,1.8977529729335376,0,0,0
2025-05-05T16:01:11.040133,113,134,247,36061,64603,100664,407.54655870445345,86.0,1246.7271278163064,1554328.5312330965,0.01993813844231086,0.007710456848144531,0.028907109471748686,0.0008356209780116626,0.8432835820895522,0.5581938919245236,0,0,0
2025-05-05T16:01:16.040133,34,29,63,19594,4436,24030,381.42857142857144,54.0,1350.6641953896176,1824293.7687074833,0.07846341979119086,0.018043994903564453,0.1490282516693891,0.022209419795634774,1.1724137931034482,4.417042380522994,0,0,0
